Palabra, veces usada, porcentaje
el,9,39.130436%
Mambo,6,26.086956%
Qué,4,17.391304%
rico,4,17.391304%
Total de palabras unicas usadas: 4
Total de palabras (repetidas): 23
Porcentaje de vocabulario distinto: 17.391304
